event_id,permno,symbol,entry_date,block,cluster,title
EV-004748,12873,P,2016-03-28,2016-03,18,Deal Reporter's Kevin Ketcham Tweeting Article Does Not Say Pandora Exploring Sale
EV-004749,12873,P,2016-03-28,2016-03,0,Option Alert: P Fri 4/1 10.5 Calls (Wkly) Sweep: 1003 @  ASK  $0.42: 2075 traded vs 149 OI: $10.40 Ref
EV-004750,12873,P,2016-03-28,2016-03,17,UPDTE: Deal Reporter's Kevin Ketcham Tweet Mentions Pandora Director With Activist Ties
EV-004751,81481,DLTR,2016-03-28,2016-03,10,12 Contrarian Plays For The Bears
EV-004752,25320,CPB,2016-03-28,2016-03,17,Mid Penn Bancorp Appoints Michael D. Peduzzi As New CFO
EV-004753,15707,HPE,2016-03-28,2016-03,18,HP Enterprise Investors: You're About To Get A $2 Billion Buyback
EV-004754,81481,DLTR,2016-03-28,2016-03,10,23 Ways To Say 'I'm A Contrarian Investor'
EV-004755,15145,BOX,2016-03-28,2016-03,10,23 Ways To Say 'I'm A Contrarian Investor'
EV-004756,85631,ADSK,2016-03-28,2016-03,10,23 Ways To Say 'I'm A Contrarian Investor'
EV-004757,12873,P,2016-03-28,2016-03,18,"Pandora Sale, Rovi-TiVo? 2 M&A Rumors Circling The Street"
EV-004758,12873,P,2016-03-28,2016-03,10,Pandora Higher Off Rumors Of A Sale
EV-004759,92203,LULU,2016-03-28,2016-03,10,This Lululemon Tracker Points To Good News Coming
EV-004760,15535,OLLI,2016-03-28,2016-03,15,Ollie's Bargain Outlet Holdings Shares Falling
EV-004761,14141,SAIC,2016-03-28,2016-03,17,SAIC Announces CFO John Hartley Departing
EV-004762,14141,SAIC,2016-03-28,2016-03,17,Science Applications Int'l Reports Departure Of CFO
EV-004763,91611,FSLR,2016-03-28,2016-03,17,"Jim Cramer Gives His Opinion On AT&T Inc., SolarCity Corp And EMC Corporation"
EV-004764,92203,LULU,2016-03-28,2016-03,18,"High Hopes For Lululemon Earnings, Not So Much For BlackBerry and Micron Technology"
EV-004765,53613,MU,2016-03-28,2016-03,18,"High Hopes For Lululemon Earnings, Not So Much For BlackBerry and Micron Technology"
EV-004766,53613,MU,2016-03-29,2016-03,7,"Barclays Maintains Overweight on Micron Technology, Lowers PT to $15.00"
EV-004767,53613,MU,2016-03-29,2016-03,17,"Micron, PTI JV Fab Enters Volume Production -DigiTimes"
EV-004768,21055,GCO,2016-03-29,2016-03,15,"Morgan Stanley Sees Retail Sales Growing 1-3% Over Next 3 Months, Favors SKX, NKE, HBI, PLCE, GCO, All Overweight Rated"
EV-004769,85390,PLCE,2016-03-29,2016-03,15,"Morgan Stanley Sees Retail Sales Growing 1-3% Over Next 3 Months, Favors SKX, NKE, HBI, PLCE, GCO, All Overweight Rated"
EV-004770,87430,KTOS,2016-03-29,2016-03,17,"Kratos Defense & Rocket Support Services a Key Member of Team Awarded $7.4 Million Contract to Support SSC Pacific Code 551, Could Raise To $12M With Two 1-Year Option Considerations"
EV-004771,86233,LEU,2016-03-29,2016-03,17,"Centrus Reports Signing of Contract for American Centrifuge Work in Tennessee, Valued at $32.3M"
EV-004772,86233,LEU,2016-03-29,2016-03,17,Centrus Energy +13.7% Premarket @$3.65 Following Announcement of $32M Contract
EV-004773,93096,DG,2016-03-29,2016-03,7,"Goldman Sachs Maintains Buy on Dollar General, Raises PT to $92.00"
EV-004774,93096,DG,2016-03-29,2016-03,7,"Stifel Nicolaus Maintains Buy on Dollar General, Raises PT to $100.00"
EV-004775,86233,LEU,2016-03-29,2016-03,12,10 Stocks Moving In Monday's Pre-Market Session
EV-004776,92203,LULU,2016-03-29,2016-03,7,"Bernstein Maintains Market Perform on Lululemon Athletica, Raises PT to $55.00"
EV-004777,12873,P,2016-03-29,2016-03,17,"Pandora Names Tim Westergren CEO, Mike Herring Pres, CFO, Sara Clemens COO, Chris Phillips Chief Product Officer"
EV-004778,12873,P,2016-03-29,2016-03,5,"Pandora Reaffirmed FY16 Sales, Adj. EBITDA Outlook, Sees Q1 Sales, Adj. EBITDA at High End of Range"
EV-004779,53613,MU,2016-03-29,2016-03,13,"The Market In 5 Minutes: Monday, March 28, 2016"
EV-004780,92203,LULU,2016-03-29,2016-03,13,"The Market In 5 Minutes: Monday, March 28, 2016"
EV-004781,12873,P,2016-03-29,2016-03,13,"The Market In 5 Minutes: Monday, March 28, 2016"
EV-004782,86233,LEU,2016-03-29,2016-03,3,Mid-Morning Market Update: Markets Mostly Flat; Cal-Maine Foods Profit Beats Views
EV-004783,12873,P,2016-03-29,2016-03,3,Mid-Morning Market Update: Markets Mostly Flat; Cal-Maine Foods Profit Beats Views
EV-004784,14609,SPWH,2016-03-29,2016-03,13,"Top Performing Industries For March 28, 2016"
EV-004785,12873,P,2016-03-29,2016-03,17,"Pandora Names New CEO, CFO, Pres, COO, Chief Product Officer"
EV-004786,15643,RUN,2016-03-29,2016-03,18,Are More Solar Asset-Backed Securities Coming?
EV-004787,12873,P,2016-03-29,2016-03,3,Mid-Day Market Update: Qlik Technologies Surges Amid Potential Sale; VirtualScopics Shares Decline
EV-004788,12873,P,2016-03-29,2016-03,18,Bank of America Says With Tim Westergren At Pandora Helm A Sale Is 'incrementally less likely'
EV-004789,90215,CRM,2016-03-29,2016-03,14,Zendesk A SaaS Leader? This Analyst Is Pounding The Table
EV-004790,12873,P,2016-03-29,2016-03,3,Mid-Afternoon Market Update: Dow Jumps 50 Points; Pandora Shares Slide
EV-004791,85390,PLCE,2016-03-29,2016-03,17,The Children's Place Appoints John E. Bachman to Its Board of Directors
EV-004792,25320,CPB,2016-03-29,2016-03,17,"Campbell Soup To Remove BPA From Packaging By Mid-2017, Will Include Foods/Beverages Across N. American Portfolio"
EV-004793,81481,DLTR,2016-03-29,2016-03,2,"The Stocks That Moved The S&P, Dow And Nasdaq Today"
EV-004794,12873,P,2016-03-29,2016-03,10,Does Pandora's CEO Swap Matter?
EV-004795,14141,SAIC,2016-03-30,2016-03,6,"Earnings Scheduled For March 29, 2016"
EV-004796,14141,SAIC,2016-03-30,2016-03,2,7 Stocks You Should Be Watching Today
EV-004797,90215,CRM,2016-03-30,2016-03,18,"Marc Benioff Sells 25,000 Shares of Salesforce.com @$71.98/Share -Form 4"
EV-004798,14141,SAIC,2016-03-30,2016-03,5,"SAIC Q4 EPS $0.74 vs $0.61 est, Revenue $1.07B vs $1.08B est"
EV-004799,86580,NVDA,2016-03-30,2016-03,1,Jim Strugger's NVIDIA Corporation Trade
EV-004800,53613,MU,2016-03-30,2016-03,16,Needham Downgrades Micron Technology to Underperform
EV-004801,53613,MU,2016-03-30,2016-03,9,Benzinga's Top Downgrades
EV-004802,53613,MU,2016-03-30,2016-03,16,Micron Shares Edge Lower Following Needham Downgrade To Underperform
EV-004803,13181,GWRE,2016-03-30,2016-03,5,"Guidewire Software Acquires EagleEye Analytics, Terms Not Disclosed; Deal Not Expected To Have Material Impact On Rev. or Non-GAAP EPS For Q3 or FY16"
EV-004804,86580,NVDA,2016-03-30,2016-03,1,"MK M Partners Long NVDA Going Into Analyst Day, Semiconductor Analyst Maintains Buy ANd $135 PT, Says Core Gaming Business Is Strong"
EV-004805,12873,P,2016-03-30,2016-03,18,Pandora Sells off to Low of $9.25 on Volume
EV-004806,85390,PLCE,2016-03-30,2016-03,2,Stocks Hitting 52-Week Highs
EV-004807,87337,PLUG,2016-03-30,2016-03,17,Plug CEO Says Co Partnering With Home Depot for 1.6M SF Direct Fulfillment Distribution Center
EV-004808,91611,FSLR,2016-03-30,2016-03,18,Raymond James Jarvenpaa Says Top Picks In Solars Are SolarCity And 8Point3 Energy Partners
EV-004809,14141,SAIC,2016-03-30,2016-03,11,SAIC Q4 Earnings Conference Call: Full Transcript
EV-004810,85914,BBY,2016-03-30,2016-03,14,Facebook's Oculus Rift Arrives
EV-004811,86580,NVDA,2016-03-30,2016-03,1,This Derivatives Strategist Is Long Nvidia Ahead Of Key Data Releases
EV-004812,91611,FSLR,2016-03-30,2016-03,10,"Raymond James: SolarCity, 8Point3 Our Top Solar Picks"
EV-004813,12873,P,2016-03-30,2016-03,7,"Mizuho Securities Initiates Coverage on Pandora Media at Neutral, Announces $10.00 PT"
EV-004814,53613,MU,2016-03-31,2016-03,6,"Earnings Scheduled For March 30, 2016"
EV-004815,92203,LULU,2016-03-31,2016-03,6,"Earnings Scheduled For March 30, 2016"
EV-004816,53613,MU,2016-03-31,2016-03,13,"Keep an Eye on These 7 Stocks for March 30, 2016"
EV-004817,92203,LULU,2016-03-31,2016-03,13,"Keep an Eye on These 7 Stocks for March 30, 2016"
EV-004818,92203,LULU,2016-03-31,2016-03,5,"lululemon Q4 EPS $0.85 vs $0.80 est, Revenue $704.3M vs $693.4M est"
EV-004819,92203,LULU,2016-03-31,2016-03,5,"lululemon Sees Q1 2016 EPS $0.28 to $0.30 vs $0.37 est, Revenue $483M to $488M vs $485.2M est"
EV-004820,92203,LULU,2016-03-31,2016-03,5,"lululemon Sees FY 2016 EPS $2.05 to $2.15 vs $2.15 est, Revenue $2.285B to $2.335B vs $2.33B est"
EV-004821,90215,CRM,2016-03-31,2016-03,13,Fast Money Picks For March 30
EV-004822,92203,LULU,2016-03-31,2016-03,17,Mike Khouw Sees Unusual Options Activity In Lululemon Athletica inc.
EV-004823,90215,CRM,2016-03-31,2016-03,17,Salesforce Reports $100M Blanket Purchase Agreement From U.S. Dept. Of Health & Human Services
EV-004824,82598,NTAP,2016-03-31,2016-03,17,NetApp Names Ron Pasek CFO
EV-004825,92203,LULU,2016-03-31,2016-03,12,10 Stocks Moving In Wednesday's Pre-Market Session
EV-004826,92203,LULU,2016-03-31,2016-03,11,"lululemon Investors Focus On Q4 Earnings Beat, Shrug At Guidance"
EV-004827,86233,LEU,2016-03-31,2016-03,18,Morris Bawabeh Reports 24.5% Stake in Centrus Energy in 13D
EV-004828,92203,LULU,2016-03-31,2016-03,11,"Lululemon CEO Says Plans to Double Revenue, Earnings by 2010"
EV-004829,92203,LULU,2016-03-31,2016-03,3,Mid-Morning Market Update: Markets Open Higher; Lululemon Earnings Beat Views
EV-004830,92203,LULU,2016-03-31,2016-03,9,Benzinga's Volume Movers
EV-004831,77462,M,2016-03-31,2016-03,5,"10-K from Macy's Shows Expecting FY16 Sales Down ~2% YoY, Adj. EPS $3.80-$3.90 vs $3.80 Est."
EV-004832,90215,CRM,2016-03-31,2016-03,17,Salesforce Wins $100M Health & Human Services Deal
EV-004833,91611,FSLR,2016-03-31,2016-03,14,Is There A Global Solar Panel Oversupply?
EV-004834,92203,LULU,2016-03-31,2016-03,13,"The Market In 5 Minutes: Wednesday, March 30, 2016"
EV-004835,92203,LULU,2016-03-31,2016-03,14,Lululemon Surges After Q4 Beat
EV-004836,27828,HPQ,2016-03-31,2016-03,10,Here's What Happened At Jefferies 3D Printing Summit
EV-004837,32870,HRL,2016-03-31,2016-03,13,"Worst Performing Industries For March 30, 2016"
EV-004838,92203,LULU,2016-03-31,2016-03,3,Mid-Day Market Update: ACADIA Pharmaceuticals Rises Following FDA Panel Vote; Verint Systems Shares Slide
EV-004839,92203,LULU,2016-03-31,2016-03,14,LuluLemon Sells Off ~$1 To $66.89
EV-004840,27828,HPQ,2016-03-31,2016-03,18,"BZ NOTE Related to Rackspace Takeover Speculation by CRN: M&A Chatter on Co. Was Last Heard at End of '14; CenturyLink Viewed as Possible Buyer, HP (on Aug 22, '14) Had Said Not Interested in Co."
EV-004841,90215,CRM,2016-03-31,2016-03,17,Salesforce Touts Benefits Of New $100 Million Contract From US Government Agency
EV-004842,77462,M,2016-03-31,2016-03,15,Macy's Trades Lower Following 10-K Release
EV-004843,92203,LULU,2016-03-31,2016-03,3,Mid-Afternoon Market Update: FormFactor Drops On Weak Forecast; ConforMIS Shares Gain
EV-004844,92203,LULU,2016-03-31,2016-03,11,lululemon Q4 Earnings Conference Call: Full Transcript
EV-004845,53613,MU,2016-03-31,2016-03,5,"8-K form Micron Shows Q2 Results: Adj. EPS $(0.05) vs $(0.08) Est., Sales $2.93B vs $3.05B Est."
EV-004846,53613,MU,2016-03-31,2016-03,11,UPDATE: Micron Says Overall Q2 Consolidated Gross Margins Of 20% Vs Prior 25%
EV-004847,53613,MU,2016-03-31,2016-03,1,"Micron CEO Says 'Although we continue to navigate challenging market conditions, we are on track with deploying our advanced DRAM and NAND technologies and improving our cost structure'"
EV-004848,53613,MU,2016-03-31,2016-03,1,UPDATE: Micron CEO Says '...we expect to significantly improve our competitive position as we move through the second half of 2016 and beyond'
EV-004849,85914,BBY,2016-03-31,2016-03,7,"Barclays Initiates Coverage on Best Buy Co at Overweight, Announces $45.00 PT"
EV-004850,83011,WSM,2016-03-31,2016-03,7,"Barclays Initiates Coverage on Williams-Sonoma at Underweight, Announces $45.00 PT"
EV-004851,92203,LULU,2016-03-31,2016-03,6,Earnings Recap For March 30
EV-004852,53613,MU,2016-03-31,2016-03,6,Earnings Recap For March 30
EV-004853,53613,MU,2016-04-01,2016-04,13,"5 Stocks To Watch For March 31, 2016"
EV-004854,92203,LULU,2016-04-01,2016-04,7,"Goldman Sachs Maintains Sell on Lululemon Athletica, Raises PT to $48.00, Says Gross Margin Behavior Improving"
EV-004855,91611,FSLR,2016-04-01,2016-04,7,"Goldman Sachs Bullish On First Solar, Expects Positive Surprises On EPS 2017 Guidance At Co's April 5th Analyst Day, Maintains Buy & $100 PT"
EV-004856,92203,LULU,2016-04-01,2016-04,7,"Citigroup Maintains Buy on Lululemon Athletica, Raises PT to $78.00"
EV-004857,53613,MU,2016-04-01,2016-04,7,"Goldman Sachs Maintains Neutral on Micron Technology, Lowers PT to $10.00"
EV-004858,53613,MU,2016-04-01,2016-04,7,"Credit Suisse Sees 'slow but steady progress' At Micron, Maintains Outperform And $20.00 PT"
EV-004859,53613,MU,2016-04-01,2016-04,7,"JP Morgan Maintains Overweight on Micron Technology, Lowers PT to $15.00"
EV-004860,53613,MU,2016-04-01,2016-04,7,"Evercore ISI Group Maintains Overweight on Micron Technology, Lowers PT to $16.00"
EV-004861,53613,MU,2016-04-01,2016-04,7,"Pacific Crest Maintains Overweight on Micron Technology, Lowers PT to $13.00"
EV-004862,92203,LULU,2016-04-01,2016-04,7,"SunTrust Robinson Humphrey Maintains Buy on Lululemon Athletica, Raises PT to $79.00"
EV-004863,92203,LULU,2016-04-01,2016-04,7,"Nomura Maintains Buy on Lululemon Athletica, Raises PT to $72.00"
EV-004864,91611,FSLR,2016-04-01,2016-04,7,"Mizuho Securities Initiates Coverage on First Solar at Neutral, Announces $71.00 PT"
EV-004865,53613,MU,2016-04-01,2016-04,13,Fast Money Picks For March 31
EV-004866,12873,P,2016-04-01,2016-04,2,Why These Stocks Were Moving In After-Hours Trading
EV-004867,53613,MU,2016-04-01,2016-04,2,Why These Stocks Were Moving In After-Hours Trading
EV-004868,53613,MU,2016-04-01,2016-04,7,"Barclays Maintains Overweight on Micron Technology, Lowers PT to $14.00"
EV-004869,53613,MU,2016-04-01,2016-04,14,Macquarie Downgrades Micron Technology to Neutral
EV-004870,77606,KSS,2016-04-01,2016-04,15,Miller Tabek Initiates Coverage on Kohl's at Buy
EV-004871,53613,MU,2016-04-01,2016-04,12,10 Stocks Moving In Thursday's Pre-Market Session
EV-004872,60097,MDT,2016-04-01,2016-04,4,Medtronic Reports Received Expanded Indication from FDA for Pillcam Colon 2 Capsule
EV-004873,53613,MU,2016-04-01,2016-04,16,"Citigroup Remains Underweight On Micron's Credit Citing Negative Free Cash Flows, Expects Credit To 'drift over the quarter', Says Near-Term Relative Value Remains A Concern For Citi"
EV-004874,53613,MU,2016-04-01,2016-04,9,Benzinga's Top Downgrades
EV-004875,88790,ARRY,2016-04-01,2016-04,4,"Array BioPharma, Asahi Kasei Pharm Report Development, Commercialization Collab Deal for Novel Pain, Inflammation Program"
EV-004876,91611,FSLR,2016-04-01,2016-04,9,Benzinga's Top Initiations
EV-004877,53613,MU,2016-04-01,2016-04,7,"UBS Maintains Buy on Micron Technology, Lowers PT to $14.00"
EV-004878,92203,LULU,2016-04-01,2016-04,7,"UBS Maintains Neutral on Lululemon Athletica, Raises PT to $69.00"
EV-004879,83011,WSM,2016-04-01,2016-04,10,Barclays on Broadline/Hardline Retail: 'It's About To Get A Lot Harder'
EV-004880,85914,BBY,2016-04-01,2016-04,10,Barclays on Broadline/Hardline Retail: 'It's About To Get A Lot Harder'
EV-004881,92203,LULU,2016-04-01,2016-04,2,"Near-Term Execution On Inventory, Price Increases Carrying Lululemon, To Goldman's Surprise"
EV-004882,53613,MU,2016-04-01,2016-04,11,Mictron Technology Lower After Mixed Q2 Report
EV-004883,91611,FSLR,2016-04-01,2016-04,18,First Solar's Analyst Day Should Be A Positive Catalyst
EV-004884,85914,BBY,2016-04-01,2016-04,13,"Top Performing Industries For March 31, 2016"
EV-004885,79881,URBN,2016-04-01,2016-04,2,Best Stocks Of The First Quarter
EV-004886,53613,MU,2016-04-01,2016-04,14,Why Macquarie Is Downgrading Micron
EV-004887,53613,MU,2016-04-01,2016-04,10,"Redstone Issues Mid-Day Note on Micron, Has 'Short' Rating, Highlights 'Headwinds continue, Still in the eye of the storm'"
EV-004888,27828,HPQ,2016-04-01,2016-04,14,HP Could Cause Problems For 3D Printing Stocks
EV-004889,53613,MU,2016-04-01,2016-04,1,"Redstone's Jagadish Iyer Negative On Micron, See DRAM Remaining Challenged, Says NAND 'is promising'"
EV-004890,32870,HRL,2016-04-01,2016-04,13,"Worst Performing Industries For March 31, 2016"
EV-004891,53613,MU,2016-04-01,2016-04,13,"The Market In 5 Minutes: Thursday, March 31, 2016"
EV-004892,14040,S,2016-04-01,2016-04,18,"FCC Likely to  Cap Broadband, Mobile Phone Subsidy for Low-Income Americans at $2B -Reuters"
EV-004893,53613,MU,2016-04-01,2016-04,18,Micron Shares Continue Lower As Analysts Leaning Bearish
EV-004894,92203,LULU,2016-04-01,2016-04,18,Most Analysts Raising Targets On lululemon Following Q4 Results
EV-004895,53613,MU,2016-04-01,2016-04,10,"Redstone's Iyer: Short Micron, Still Headwinds"
EV-004896,15707,HPE,2016-04-01,2016-04,14,"Rackspace Won't Find A Buyer, CLSA Warns"
EV-004897,12873,P,2016-04-01,2016-04,18,Pandora Shares Tick Lower; Seeking Alpha Post Says Shares Could Fall to $6
EV-004898,85914,BBY,2016-04-01,2016-04,14,Vetr Top Raters Like Best Buy
EV-004899,12873,P,2016-04-01,2016-04,2,"Pandora Now A Perfect Stock, According To Vetr Top Raters"
EV-004900,93002,AVGO,2016-04-01,2016-04,14,This Apple iPhone SE Teardown Just Revealed Good News For Skyworks
EV-004901,88360,MRVL,2016-04-01,2016-04,17,"Marvell Files Form To Delay 10-K, Expects FY16 Loss"
EV-004902,79881,URBN,2016-04-01,2016-04,15,"Urban Outfitters Shares Trading Up Nearly 3% Following 10-K Showing 'Thus Far in Q1,' Comparable Retail Segment Sales Growth in Low Single Digit Range, Included Benefit of Leap Year"
EV-004903,88360,MRVL,2016-04-01,2016-04,18,"Marvell Shares Rebounding from $8.75 After-Hours Low, Still Down ~5% Since Close"
EV-004904,88360,MRVL,2016-04-01,2016-04,18,"UPDATE: Marvell Expected Loss Related to 'settlement of litigation with Carnegie Mellon University for $750M as well as restructuring, severance related charges for mobile platform of ~$75M"
EV-004905,15145,BOX,2016-04-01,2016-04,7,"Drexel Hamilton Initiates Coverage on Box at Buy, Announces $18.00 PT"
EV-004906,15145,BOX,2016-04-01,2016-04,7,"Drexel Hamilton Initiates Coverage on Box at Buy, Announces $18.00 PT"
EV-004907,13628,WDAY,2016-04-04,2016-04,17,Piper Jaffray Assumes Workday at Neutral
EV-004908,13628,WDAY,2016-04-04,2016-04,17,Piper Jaffray Assumes Workday at Neutral
EV-004909,90215,CRM,2016-04-04,2016-04,14,Piper Jaffray Assumes Salesforce.com at Overweight
EV-004910,79881,URBN,2016-04-04,2016-04,7,"Goldman Sachs Maintains Buy on Urban Outfitters, Raises PT to $33.00"
EV-004911,10220,BWXT,2016-04-04,2016-04,17,Drexel Hamilton Initiates Coverage on BWX Technologies at Hold
EV-004912,91611,FSLR,2016-04-04,2016-04,18,"Deutsche Banks Sees Unfavorable Setup In First Solar Ahead Of Analyst Day, Says Consensus Est. For 2017 EPS Is Too High, Reiterates Buy And $86 PT"
EV-004913,88360,MRVL,2016-04-04,2016-04,18,"Marvell Technology -4.5% Premarket @$9.86; Co Filed Non-Timely 10-K Thursday, Expects FY16 Loss"
EV-004914,77606,KSS,2016-04-04,2016-04,15,"Credit Suisse Calls Kohl's The 'canary in a coal mine', Says Co Illustrates Secular Issue Facing Mall Anchors"
EV-004915,89213,WOOF,2016-04-04,2016-04,17,CL King Initiates Coverage on VCA at Buy
EV-004916,88360,MRVL,2016-04-04,2016-04,12,10 Stocks Moving In Friday's Pre-Market Session
EV-004917,91611,FSLR,2016-04-04,2016-04,17,8point3 Energy Partners Enters Into Agreements to Acquire Interests in 90 Megawatts of Solar Projects From SunPower and First Solar
EV-004918,79881,URBN,2016-04-04,2016-04,11,Urban Outfitters Impresses Investors With Encouraging Sales Growth Commentary
EV-004919,88360,MRVL,2016-04-04,2016-04,18,"Marvell Technology Dips Nearly 5% On Business Update, Expects Losses In 2016"
EV-004920,88790,ARRY,2016-04-04,2016-04,4,"Array BioPharma Announces Decision To Discontinue MILO Study In Ovarian Cancer, The Hazard Ratio For PFS Crossed Predefined Futility Boundary"
EV-004921,10220,BWXT,2016-04-04,2016-04,9,Benzinga's Top Initiations
EV-004922,88360,MRVL,2016-04-04,2016-04,18,"FBR: Marvell Delisting A 'Possibility,' But Company Likely To File Reports In Timely Manner Going Forward"
EV-004923,15145,BOX,2016-04-04,2016-04,10,"Brian White: Time To Buy Box, It Has 50% Upside"
EV-004924,14040,S,2016-04-04,2016-04,17,Sprint Names Mariano Legaz Chief Procurement Officer
EV-004925,91611,FSLR,2016-04-04,2016-04,17,8Point3 Energy Partners' Stock Unaffected By Latest Acquisition Announcement
EV-004926,88360,MRVL,2016-04-04,2016-04,10,Who Was Tipped Off To Marvell's 10K Delay Before The Announcement?
EV-004927,92294,UEC,2016-04-04,2016-04,17,Uranium Energy for Up to $1.5 M Stock Shelf
EV-004928,79881,URBN,2016-04-04,2016-04,2,"The Stocks That Moved The S&P, Dow And Nasdaq Today"
EV-004929,53613,MU,2016-04-04,2016-04,2,"The Stocks That Moved The S&P, Dow And Nasdaq Today"
EV-004930,60097,MDT,2016-04-04,2016-04,4,Medtronic CoreValve System Demonstrates Superior Survival to Surgery in Aortic Stenosis Patients with Lower STS Scores
EV-004931,60097,MDT,2016-04-04,2016-04,4,Medtronic Announces RevElution Trial with Next-Gen Polymer-Free Stent Continues to Show Excellent Rapid Healing and Controlled Drug Delivery at ACC.16
EV-004932,15707,HPE,2016-04-05,2016-04,17,Hewlett Packard Enterprise to Sell Equity Stake in Mphasis to Blackstone for $825M
EV-004933,42585,SJM,2016-04-05,2016-04,16,"Goldman Sachs Downgrades JM Smucker to Sell, Lowers PT to $120.00"
EV-004934,42585,SJM,2016-04-05,2016-04,18,UPDATE: Goldman Sachs Sees NT Risk For J.M. Smucker To Miss Estimates & Cut Guidance
EV-004935,14970,HUBS,2016-04-05,2016-04,7,"Summit Research Initiates Coverage on HubSpot at Hold, Announces $48.00 PT"
EV-004936,86580,NVDA,2016-04-05,2016-04,1,"Jefferies Maintains Buy on NVIDIA, Raises PT to $42.00"
EV-004937,92203,LULU,2016-04-05,2016-04,7,"JP Morgan Maintains Overweight on Lululemon Athletica, Raises PT to $75.00"
EV-004938,14803,HQY,2016-04-05,2016-04,11,Leerink Swann Maintains Outperform on HealthEquity
EV-004939,93096,DG,2016-04-05,2016-04,7,"Macquarie Maintains Outperform on Dollar General, Raises PT to $98.00"
EV-004940,14970,HUBS,2016-04-05,2016-04,7,"Summit Initiates HubSpot With Hold, $48 Target, Co. Is 'Not Immune To Macro Issues'"
EV-004941,32870,HRL,2016-04-05,2016-04,11,"Goldman Sachs Says Brazil Beef/Chicken Export Volume Growth Above 5Yr Range, Beef Export Volumes Up 35.1% Y/Y In March, Chicken Export Volume Up 16% Y/Y"
EV-004942,86580,NVDA,2016-04-05,2016-04,2,"This Quant's Favorite Stock Picks Are Nvidia, Marvell, Amazon And Two Others"
EV-004943,88360,MRVL,2016-04-05,2016-04,2,"This Quant's Favorite Stock Picks Are Nvidia, Marvell, Amazon And Two Others"
EV-004944,14970,HUBS,2016-04-05,2016-04,9,Benzinga's Top Initiations
EV-004945,86580,NVDA,2016-04-05,2016-04,2,Stocks Hitting 52-Week Highs
EV-004946,15707,HPE,2016-04-05,2016-04,10,"The Market In 5 Minutes: April, Come She Will"
EV-004947,93002,AVGO,2016-04-05,2016-04,18,"Goldman Says AVGO, FB Are Top Stocks For 2016 Sales Growth (+94% & +42% respectively); Says AMZN, AIG Top Stocks For 2016 EPS Growth (+285% & +120% respectively)"
EV-004948,91611,FSLR,2016-04-05,2016-04,10,Picking Winners After SunEdison Crash: Canadian Solar And Solar Edge?
EV-004949,77462,M,2016-04-05,2016-04,15,Macy's Announces Douglas Sesler Named as Top Real Estate Exec
EV-004950,93002,AVGO,2016-04-05,2016-04,18,"Amazon, AIG Lead Goldman's List Of EPS Growth Winners For Rest Of Year"
EV-004951,61241,AMD,2016-04-05,2016-04,11,Global Semi Sales Down ~2% In 2015v
EV-004952,42585,SJM,2016-04-05,2016-04,16,"Goldman On JM Smucker: 'Fundamental Concerns Clash With Elevated Expectations,' Downgraded To Sell"
EV-004953,14182,BURL,2016-04-05,2016-04,7,"MKM Partners Initiates Coverage on Burlington Stores at Neutral, Announces $57.00 PT"
EV-004954,90215,CRM,2016-04-05,2016-04,17,Salesforce Signs Agreement with NEC for Second Data Center in Japan
EV-004955,13181,GWRE,2016-04-06,2016-04,17,Zurich Chooses Guidewire InsuranceSuite Platform
EV-004956,13511,PANW,2016-04-06,2016-04,7,"Goldman Sachs Maintains Buy on Palo Alto Networks, Lowers PT to $188.00, Says 'we have increasing confidence in the sustainability of growth over the next 3 years'"
EV-004957,32870,HRL,2016-04-06,2016-04,16,BB&T Capital Downgrades Hormel Foods to Underweight
EV-004958,14040,S,2016-04-06,2016-04,11,Macquarie Initiates Coverage on Sprint at Outperform
EV-004959,12873,P,2016-04-06,2016-04,11,MKM Analyst Rob Sanderson Breaks Down The 2011-2012 Internet IPO Class Potential Turnaround Ranks
EV-004960,91611,FSLR,2016-04-06,2016-04,17,"First Solar, Silicon Ranch Build on Strategic Partnership; Agreements Total More Than 230MW In Framework"
EV-004961,88360,MRVL,2016-04-06,2016-04,17,Marvell Technology Group Reports CEO Sehat Sutardja To Leave Company Effective Immediately
EV-004962,88360,MRVL,2016-04-06,2016-04,17,UPDATE: Marvell Says Board Has Formed Interim Office of CEO to Lead Co. Until Replacements Appointed
EV-004963,32870,HRL,2016-04-06,2016-04,9,Benzinga's Top Downgrades
EV-004964,80320,CPRT,2016-04-06,2016-04,17,Gabelli & Co Initiates Coverage on Copart at Hold
EV-004965,77357,SNPS,2016-04-06,2016-04,17,Synopsys Increases Verification IP Portfolio for Automotive Applications
EV-004966,27828,HPQ,2016-04-06,2016-04,17,Sell-Side Analyst Likes 3D Systems' New CEO
EV-004967,91611,FSLR,2016-04-06,2016-04,18,First Solar Shares Down ~2.8% as Analyst Day Currently Ongoing; Co. Earlier Said Will Give Update on FY16 Outlook Later
EV-004968,88360,MRVL,2016-04-06,2016-04,7,"Brean Capital Upgrades Marvell Technology Group to Buy, Announces $12.50 PT"
EV-004969,88360,MRVL,2016-04-06,2016-04,3,Mid-Morning Market Update: Markets Open Lower; Walgreens Earnings Top Views
EV-004970,88360,MRVL,2016-04-06,2016-04,9,Benzinga's Volume Movers
